@relation 'corpus-weka.filters.unsupervised.attribute.Remove-V-R296,376,391,412,613,668,917,1042,1141,1155,1477,1611,1650,1771,1812,2078,2197-2198,2249,2462,2668,2817,3083,3158,3167,3182,3185,3190,3213,3303,3374,3500,3581,3936,3976,3992,4344,4812,5351,5525,5696,5797,5899,5949,5969,6069,6083,6129,6163,6176,6338,6530,6771,6831,6908,7077,7188'

@attribute w_fre numeric
@attribute w_work numeric
@attribute w_ringtonek numeric
@attribute w_gmw numeric
@attribute w_how numeric
@attribute w_huh numeric
@attribute w_ken numeric
@attribute w_toilet numeric
@attribute w_lol numeric
@attribute w_lor numeric
@attribute w_now numeric
@attribute w_okay numeric
@attribute w_text numeric
@attribute w_suppliers numeric
@attribute w_that numeric
@attribute w_paus numeric
@attribute w_she numeric
@attribute w_stop numeric
@attribute w_mcfly-all numeric
@attribute w_sur numeric
@attribute w_txt numeric
@attribute w_way numeric
@attribute w_www numeric
@attribute c_33 numeric
@attribute c_38 numeric
@attribute c_43 numeric
@attribute c_45 numeric
@attribute c_47 numeric
@attribute c_62 numeric
@attribute w_reply numeric
@attribute w_from numeric
@attribute w_plan numeric
@attribute w_sweet numeric
@attribute w_u-find numeric
@attribute w_i numeric
@attribute w_p numeric
@attribute w_prob numeric
@attribute c_£ numeric
@attribute w_mins numeric
@attribute w_home numeric
@attribute w_da numeric
@attribute w_he numeric
@attribute w_me numeric
@attribute w_oh numeric
@attribute w_or numeric
@attribute w_to numeric
@attribute w_uk numeric
@attribute w_tripl numeric
@attribute w_mobl numeric
@attribute w_yo numeric
@attribute w_wher numeric
@attribute w_claim numeric
@attribute w_cal numeric
@attribute w_box numeric
@attribute w_but numeric
@attribute w_serv numeric
@attribute CLASS {SPAM,HAM}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18652,0,0,2.25768,0,0,0,HAM
0,0,0,0,2.89902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,2.44172,0,0,0,0,0,0,0,0,0,0,0,0,1.79284,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07291,0,0,0,0,0,0,0,2.39032,0,0,0,2.18652,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,2.08773,0,0,2.39032,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,HAM
3.3376,0,0,0,0,0,0,0,0,0,2.44172,0,0,0,0,0,0,7.32605,0,0,3.5019,0,0,0,0,0,0,0,0,3.64913,0,0,0,0,0,3.44972,0,0,0,0,0,0,0,0,2.62693,0,0,0,0,2.18652,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79284,0,0,3.06135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
3.3376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71037,0,0,0,0,0,0,0,0,0,3.06135,0,0,3.64913,0,0,0,0,0.983824,0,0,0,0,0,0,6.96841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,2.89902,0,0,0,0,0,0,0,0,0,2.31959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25768,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,3.64913,0,0,0,0,0,0,7.71037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31959,0,0,0,0,0,0,0,0,1.79284,0,0,0,0,0,0,2.99825,0,0,0,0,0,0,3.07291,0,0,0,0,0,0,0,1.19516,0,0,0,0,0,0,2.25768,0,0,0,SPAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17135,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,2.08773,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,3.64913,0,0,0,0,0,0,0,0,0,0,0,4.0409,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,4.61854,0,0,0,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,4.88344,0,0,0,0,0,0,0,0,0,3.5019,0,0,3.58567,0,0,0,3.0846,0,0,0,0,0,0,0,3.44972,0,0,0,0,0,0,0,0,0,2.39032,4.33541,0,0,0,0,0,0,0,0,0,SPAM
3.3376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0207,0,4.90834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39032,0,0,3.86369,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63919,0,0,0,0,0,0,0,0,0,4.90834,0,0,0,0,0,0,0,0,0,4.91912,0,0,0,0,0,0,0,2.08773,0,0,7.17097,0,0,0,2.18652,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,0,2.08773,0,2.62693,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18652,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25768,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79284,0,0,0,0,0,0,2.99825,0,0,0,0,3.44972,0,0,0,0,0,0,0,0,0,1.19516,0,0,0,2.18652,0,0,2.25768,0,0,4.39176,SPAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,2.89902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06135,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4207,0,0,0,0,0,0,0,4.90834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,2.44172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,7.44119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79284,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,4.61854,0,0,0,0,0,1.19516,0,0,0,0,0,0,0,0,2.5785,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31959,0,0,3.66302,0,0,0,0,0,0,2.45417,0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,0,4.17546,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,2.08773,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08773,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55955,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92539,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,2.89902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79284,0,0,0,0,0,0,2.99825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,2.89902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5019,0,0,3.58567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08773,0,0,0,0,0,0,0,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85078,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,1.19516,0,0,0,2.18652,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,2.62693,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31959,0,0,0,0,0,0,0,0,8.96418,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81667,0,0,0,0,3.64913,0,0,0,0,3.9353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25768,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07199,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31959,0,0,0,0,0,0,0,0,1.79284,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,4.17546,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,2.44172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08773,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,2.44172,0,0,0,0,0,0,0,0,0,0,0,0,1.79284,0,0,0,15.423,0,0,0,0,0,0,0.983824,3.44972,0,0,0,0,0,0,2.08773,0,2.62693,1.19516,0,0,0,0,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,0,4.3218,0,2.44172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,2.62693,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,5.63014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,2.08773,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,3.64913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92539,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,3.31266,0,0,0,0,3.66302,0,0,0,0,4.0207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18652,0,0,0,0,0,4.39176,SPAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0409,0,0,0,0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,0,0,0,0,2.39032,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5785,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4842,0,3.92539,0,0,0,0,0,0,0,0,0,0,2.5785,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.757,0,0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,2.44172,0,0,0,0,0,0,0,0,0,0,0,0,3.58567,0,0,0,3.0846,0,0,0,0,0,0,0,3.44972,0,3.07291,0,0,0,0,0,0,0,1.19516,0,0,0,2.18652,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90834,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,2.89902,0,0,0,0,0,2.44172,0,0,0,0,0,3.85518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0207,0,0,0,0,3.0846,0,0,0,0,0,0,4.91912,0,0,0,0,0,0,0,0,0,0,1.19516,0,0,0,4.37304,0,0,0,0,0,0,SPAM
0,0,0,0,2.89902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08773,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
3.3376,0,0,0,2.89902,0,0,0,0,0,0,0,0,0,2.31959,0,0,0,0,0,0,0,0,0,31.9042,0,3.06135,3.0846,0,0,2.99825,0,0,0,0,0,0,0,0,0,0,3.4842,0,0,0,3.58548,0,0,0,0,0,0,0,0,2.5785,0,HAM
0,0,0,0,2.89902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95147,0,0,0,0,0,0,0,2.08773,3.92539,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,3.72059,0,0,3.92539,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39032,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5019,0,4.0207,0,2.45417,0,0,3.0846,0,0,0,0,0,0,0,3.44972,0,3.07291,0,0,0,0,0,0,0,2.39032,0,0,0,0,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,2.44172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58567,0,0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5785,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,3.4842,2.08773,0,0,0,0,0,0,0,0,0,0,0,2.5785,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25768,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,3.72059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,5.33003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,2.89902,0,0,0,0,0,0,0,0,0,0,0,3.85518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08773,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19516,0,0,0,0,0,0,0,0,2.5785,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,2.89902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18652,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,3.31266,0,0,0,0,0,0,0,0,4.0409,0,0,0,0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,2.44172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95147,0,0,0,0,0,0,0,0,0,0,1.19516,0,0,0,0,0,0,2.25768,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,2.89902,0,0,0,0,0,0,0,0,0,2.31959,0,0,0,0,0,0,0,0,0,0,0,3.06135,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,3.4842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
