@relation 'corpus-weka.filters.unsupervised.attribute.Remove-V-R4812,3190,6771,3992,2668,3158,6530,6069,296,3976,3083,6163,6083,3167,3182,2198,6176,1650,5969,1477,3303,4301,4142,2915,2981,6831,7077,1819,5704,3374,2525,3510,3963,3186,5584,5715,1456,4086,6431,1726,7188'

@attribute c_£ numeric
@attribute c_47 numeric
@attribute w_cal numeric
@attribute w_p numeric
@attribute w_txt numeric
@attribute c_33 numeric
@attribute w_claim numeric
@attribute w_to numeric
@attribute w_fre numeric
@attribute w_i numeric
@attribute w_www numeric
@attribute w_mobl numeric
@attribute w_uk numeric
@attribute c_38 numeric
@attribute c_43 numeric
@attribute w_stop numeric
@attribute w_yo numeric
@attribute w_text numeric
@attribute w_or numeric
@attribute w_now numeric
@attribute w_reply numeric
@attribute w_priz numeric
@attribute w_award numeric
@attribute w_win numeric
@attribute w_won numeric
@attribute w_box numeric
@attribute w_serv numeric
@attribute w_ppm numeric
@attribute w_co numeric
@attribute w_from numeric
@attribute w_ton numeric
@attribute w_cash numeric
@attribute w_a numeric
@attribute c_46 numeric
@attribute w_contact numeric
@attribute w_cs numeric
@attribute w_nok numeric
@attribute w_pobox numeric
@attribute w_urgent numeric
@attribute w_our numeric
@attribute CLASS {SPAM,HAM}

@data
0,0,0,0,0,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76374,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,1.19516,10.0128,0,4.0207,0,0,2.45417,0,0,2.18652,3.31266,0,0,3.64913,0,0,0,0,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0.836388,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,2.44172,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50916,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,2.25768,0,0,1.79284,0,2.39032,0,2.95147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63753,1.67278,0,0,0,0,0,0,HAM
0,0,2.25768,0,0,0,0,1.19516,0,1.96765,0,0,0,0,0,0,0,0,2.62693,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99825,0,0,0,2.50916,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,1.19516,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,1.19516,3.3376,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09097,0,0,0,0,0,0,HAM
0,0,2.25768,3.44972,0,1.79284,0,1.19516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39176,0,0,2.99825,0,0,1.54584,0.418194,4.30838,0,0,4.8882,0,3.66302,SPAM
0,0,2.25768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62693,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,HAM
0,0,0,0,0,14.3427,0,0,0,0.983824,0,0,0,0,0,0,2.18652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66302,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,1.19516,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,1.19516,0,2.95147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50916,0,0,0,0,0,0,HAM
0,0,2.25768,0,0,0,0,1.19516,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09168,0.836388,0,0,0,0,0,0,HAM
0,0,2.25768,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,1.79284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,2.25768,0,0,0,0,2.39032,0,2.95147,0,0,0,0,0,0,2.18652,0,0,2.44172,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34555,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,2.25768,0,0,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67278,0,0,0,0,0,0,HAM
0,0,0,0,0,3.58567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96243,0,0,0,0,0,0,0,0,1.54584,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09168,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67278,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,1.19516,0,1.96765,0,0,0,2.45417,0,3.66302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50916,0,0,0,0,0,0,HAM
0,0,2.25768,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,2.18652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,4.51536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62693,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0.836388,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,2.44172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50916,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,2.25768,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,2.25768,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,2.18652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64913,0,0,0,0,0,0,0,0,0,0,0,0,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,1.19516,0,1.96765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67278,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,2.25768,0,0,0,0,2.39032,0,1.96765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50916,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,1.79284,0,1.19516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,2.18652,0,0,0,0,0,0,0,0,0,0,0,0,2.99825,0,0,1.54584,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,2.25768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
3.07291,0,0,0,0,1.79284,0,1.19516,0,0,0,0,0,0,3.91634,0,2.18652,0,2.62693,2.44172,0,0,0,0,0,4.45148,0,4.73405,0,2.99825,0,4.3218,0,0.418194,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,1.19516,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,1.25458,0,0,0,0,0,0,HAM
0,0,4.51536,0,0,0,0,1.19516,6.6752,0,0,3.86369,0,0,0,0,2.18652,0,0,0,0,0,0,0,0,0,0,0,0,5.99649,0,0,1.54584,0.836388,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,1.79284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,2.25768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPAM
0,0,2.25768,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,3.58548,0,0.983824,0,0,0,0,0,0,4.37304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
3.07291,0,4.51536,0,0,1.79284,0,0,0,0,0,3.86369,0,0,0,0,2.18652,0,0,0,0,0,4.54833,0,0,0,0,0,0,2.99825,0,0,1.54584,0.836388,0,0,0,0,4.65558,0,SPAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
3.07291,0,2.25768,0,0,0,0,1.19516,0,0.983824,0,0,0,0,0,0,2.18652,0,0,0,0,0,4.54833,0,0,0,0,0,0,0,0,0,3.09168,0.418194,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0.836388,0,0,0,0,0,0,HAM
0,0,0,0,0,3.58567,0,1.19516,0,0,0,0,0,0,0,0,0,0,2.62693,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63753,1.67278,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,2.45417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50916,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,1.79284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67278,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50916,0,0,0,0,0,3.66302,HAM
0,0,2.25768,0,0,0,0,1.19516,10.0128,0.983824,0,3.86369,0,0,7.83268,0,0,3.31266,2.62693,0,3.64913,0,0,0,0,0,0,0,0,0,0,0,1.54584,0,0,0,4.67462,0,0,0,SPAM
0,0,0,0,0,3.58567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09168,2.50916,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,1.19516,0,0,0,0,0,4.90834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67278,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,2.39032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25458,0,0,0,0,0,0,HAM
0,3.0846,0,0,0,1.79284,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07199,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,SPAM
0,0,4.51536,0,0,0,0,0,3.3376,0,0,0,0,0,0,0,0,0,2.62693,2.44172,3.64913,0,0,0,0,0,0,0,0,0,0,0,1.54584,0,0,0,0,0,0,0,SPAM
3.07291,0,2.25768,0,0,0,0,1.19516,0,0.983824,0,0,0,0,0,0,2.18652,0,0,0,0,0,4.54833,0,0,0,0,0,0,0,0,0,3.09168,0.418194,0,0,0,0,0,0,SPAM
0,0,0,0,0,1.79284,0,1.19516,0,0,0,0,0,0,0,0,2.18652,0,0,0,3.64913,0,0,0,0,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,SPAM
0,3.0846,4.51536,0,7.00381,1.79284,0,1.19516,3.3376,0,0,0,0,0,0,7.32605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,SPAM
3.07291,6.16921,0,0,0,0,0,2.39032,3.3376,0,0,3.86369,0,0,0,0,2.18652,3.31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0.836388,0,0,0,0,0,0,SPAM
3.07291,3.0846,0,0,0,0,0,0,0,0,0,0,0,2.45417,0,0,0,0,0,0,3.64913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50916,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,3.0846,0,0,0,0,0,1.19516,0,2.95147,0,0,0,0,0,0,0,3.31266,2.62693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,3.0846,0,0,0,0,0,4.78064,0,0,0,0,0,4.90834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0,0,0,0,0,0,3.66302,HAM
0,0,2.25768,0,0,1.79284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54833,0,0,0,0,0,0,2.99825,0,0,1.54584,0.836388,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,0,0,0,0,0,0,2.45417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,7.94568,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62693,0,0,0,0,3.96243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99825,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,1.79284,0,2.39032,6.6752,0,0,3.86369,0,0,0,0,0,3.31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54584,1.25458,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,1.19516,0,0,4.0207,0,4.33541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63688,2.99825,0,0,1.54584,2.09097,0,0,0,0,0,0,SPAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,2.18652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67278,0,0,0,0,0,0,HAM
0,0,0,0,0,1.79284,0,0,0,1.96765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96243,0,0,0,0,0,0,0,0,0,1.25458,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01832,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,1.19516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,4.90834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836388,0,0,0,0,0,0,HAM
0,0,2.25768,0,0,0,0,1.19516,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50916,0,0,0,0,0,0,HAM
0,0,2.25768,0,0,0,0,0,0,3.9353,0,0,0,0,0,0,2.18652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67278,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,1.96765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09097,0,0,0,0,0,0,HAM
0,0,0,0,0,0,0,0,0,0.983824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25458,0,0,0,0,0,0,HAM
